,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
174,itemhit_lo,lh,882.0,epi,dorsalattn,unsmoothed,ap116,2287.44433594,control
175,itemhit_lo,rh,865.0,epi,dorsalattn,unsmoothed,ap116,-610.679504395,control
176,sourcemiss_hi,lh,882.0,epi,dorsalattn,unsmoothed,ap116,3458.24829102,control
177,sourcemiss_hi,rh,865.0,epi,dorsalattn,unsmoothed,ap116,1351.61413574,control
178,M,lh,882.0,epi,dorsalattn,unsmoothed,ap116,1090.60266113,control
179,M,rh,865.0,epi,dorsalattn,unsmoothed,ap116,-818.436462402,control
180,CR,lh,810.0,epi,dorsalattn,unsmoothed,ap117,672.183349609,control
181,CR,rh,847.0,epi,dorsalattn,unsmoothed,ap117,-48.2861671448,control
182,FA,lh,810.0,epi,dorsalattn,unsmoothed,ap117,324.83001709,control
183,FA,rh,847.0,epi,dorsalattn,unsmoothed,ap117,-334.633361816,control
184,sourcehit,lh,810.0,epi,dorsalattn,unsmoothed,ap117,952.088867188,control
185,sourcehit,rh,847.0,epi,dorsalattn,unsmoothed,ap117,110.753578186,control
186,itemhit_lo,lh,810.0,epi,dorsalattn,unsmoothed,ap117,606.343994141,control
187,itemhit_lo,rh,847.0,epi,dorsalattn,unsmoothed,ap117,163.60105896,control
188,sourcemiss_hi,lh,810.0,epi,dorsalattn,unsmoothed,ap117,-115.278717041,control
189,sourcemiss_hi,rh,847.0,epi,dorsalattn,unsmoothed,ap117,-1050.46166992,control
190,M,lh,810.0,epi,dorsalattn,unsmoothed,ap117,417.905181885,control
191,M,rh,847.0,epi,dorsalattn,unsmoothed,ap117,-367.948730469,control
192,CR,lh,905.0,epi,dorsalattn,unsmoothed,ap118,978.614074707,control
193,CR,rh,895.0,epi,dorsalattn,unsmoothed,ap118,552.670715332,control
194,FA,lh,905.0,epi,dorsalattn,unsmoothed,ap118,1121.03979492,control
195,FA,rh,895.0,epi,dorsalattn,unsmoothed,ap118,334.347167969,control
196,sourcehit,lh,905.0,epi,dorsalattn,unsmoothed,ap118,1731.0144043,control
197,sourcehit,rh,895.0,epi,dorsalattn,unsmoothed,ap118,1070.33666992,control
198,itemhit_lo,lh,905.0,epi,dorsalattn,unsmoothed,ap118,958.672790527,control
199,itemhit_lo,rh,895.0,epi,dorsalattn,unsmoothed,ap118,288.513153076,control
200,sourcemiss_hi,lh,905.0,epi,dorsalattn,unsmoothed,ap118,1056.72460938,control
201,sourcemiss_hi,rh,895.0,epi,dorsalattn,unsmoothed,ap118,477.994934082,control
202,M,lh,905.0,epi,dorsalattn,unsmoothed,ap118,459.211334229,control
203,M,rh,895.0,epi,dorsalattn,unsmoothed,ap118,40.5678405762,control
204,CR,lh,722.0,epi,dorsalattn,unsmoothed,ap119,1250.27429199,control
205,CR,rh,765.0,epi,dorsalattn,unsmoothed,ap119,416.196472168,control
206,FA,lh,722.0,epi,dorsalattn,unsmoothed,ap119,2271.61914062,control
207,FA,rh,765.0,epi,dorsalattn,unsmoothed,ap119,223.211807251,control
208,sourcehit,lh,722.0,epi,dorsalattn,unsmoothed,ap119,2309.56982422,control
209,sourcehit,rh,765.0,epi,dorsalattn,unsmoothed,ap119,618.472412109,control
210,itemhit_lo,lh,722.0,epi,dorsalattn,unsmoothed,ap119,1803.41235352,control
211,itemhit_lo,rh,765.0,epi,dorsalattn,unsmoothed,ap119,59.1053123474,control
212,sourcemiss_hi,lh,722.0,epi,dorsalattn,unsmoothed,ap119,2405.98950195,control
213,sourcemiss_hi,rh,765.0,epi,dorsalattn,unsmoothed,ap119,385.405151367,control
