,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
3638,M,rh,1726.0,epi,frontoparietal,unsmoothed,ap122,-779.412902832,control
3666,CR,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,234.205078125,stress
3667,CR,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-117.108085632,stress
3695,FA,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,-249.304748535,stress
3696,FA,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-733.405273438,stress
3724,sourcehit,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,942.172180176,stress
3725,sourcehit,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-232.984054565,stress
3753,itemhit_lo,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,-44.6077613831,stress
3754,itemhit_lo,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-840.868652344,stress
3782,sourcemiss_hi,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,531.796569824,stress
3783,sourcemiss_hi,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-760.122131348,stress
3811,M,lh,1443.0,epi,frontoparietal,unsmoothed,ap150,-815.187255859,stress
3812,M,rh,1816.0,epi,frontoparietal,unsmoothed,ap150,-850.726074219,stress
3840,CR,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,729.954284668,stress
3841,CR,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,673.865661621,stress
3869,FA,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,592.711608887,stress
3870,FA,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,704.954711914,stress
3898,sourcehit,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,408.023834229,stress
3899,sourcehit,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,123.083587646,stress
3927,itemhit_lo,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,117.579147339,stress
3928,itemhit_lo,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,65.3000488281,stress
3956,sourcemiss_hi,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,387.062103271,stress
3957,sourcemiss_hi,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,403.221374512,stress
3985,M,lh,1237.0,epi,frontoparietal,unsmoothed,ap152,426.436798096,stress
3986,M,rh,1458.0,epi,frontoparietal,unsmoothed,ap152,452.593200684,stress
4014,CR,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,159.732162476,stress
4015,CR,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,101.675041199,stress
4043,FA,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,-170.670791626,stress
4044,FA,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,-152.607406616,stress
4072,sourcehit,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,367.562438965,stress
4073,sourcehit,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,-57.362071991,stress
4101,itemhit_lo,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,692.536560059,stress
4102,itemhit_lo,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,502.053192139,stress
4130,sourcemiss_hi,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,152.697860718,stress
4131,sourcemiss_hi,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,-327.729705811,stress
4159,M,lh,1158.0,epi,frontoparietal,unsmoothed,ap153,29.4206600189,stress
4160,M,rh,1417.0,epi,frontoparietal,unsmoothed,ap153,18.8912639618,stress
4188,CR,lh,1461.0,epi,frontoparietal,unsmoothed,ap154,72.9324874878,stress
4189,CR,rh,1896.0,epi,frontoparietal,unsmoothed,ap154,362.622619629,stress
4217,FA,lh,1461.0,epi,frontoparietal,unsmoothed,ap154,783.289550781,stress
4218,FA,rh,1896.0,epi,frontoparietal,unsmoothed,ap154,899.901977539,stress
4246,sourcehit,lh,1461.0,epi,frontoparietal,unsmoothed,ap154,593.572143555,stress
4247,sourcehit,rh,1896.0,epi,frontoparietal,unsmoothed,ap154,336.181335449,stress
4275,itemhit_lo,lh,1461.0,epi,frontoparietal,unsmoothed,ap154,343.850585938,stress
4276,itemhit_lo,rh,1896.0,epi,frontoparietal,unsmoothed,ap154,20.8512115479,stress
4304,sourcemiss_hi,lh,1461.0,epi,frontoparietal,unsmoothed,ap154,823.657531738,stress
4305,sourcemiss_hi,rh,1896.0,epi,frontoparietal,unsmoothed,ap154,379.642913818,stress
